fecha,regimen_aduanero,refrendo,item,ruc_importador,probable_importador,pais_de_origen,pais_de_procedencia,ciudad_embarque,via_de_transporte,aduana,partida_arancelaria,descripcion_arancelaria,descripcion_producto_comercial,marca,estado_de_mercancia,cantidad,unidad_de_medida,advalorem,us$_fob,us$_flete,us$_seguro,us$_cif,embarcador,empresa_de_transporte,pais_de_embarque,agente_de_aduana,nave,conocimiento_de_embarque,peso_neto_kg,tipo_aforo,dirección_consignatario,caracteristicas,producto,marca_comercial,año_fabricación,modelo_mercaderia,us$_fob_unit,código_tnan,contenedor,conocimiento_embarque,agencia_de_carga,país_de_origen,descripción_arancelaria,país_de_embarque
2017-01-03,importacion_a_consumo,028-2017-10-00001898,33,1791812484001,trecx_cia._ltda.,spain,spain,valencia,maritimo,guayaquil_maritimo,9603400000,"pinceles_y_brochas_para_pintar,_enlucir,_barnizar_o_similares_(excepto_los_de_la_subpartida_9603.30);_almohadillas_o_muñequillas_y_rodillos,_para_pintar_",rodillo_aireador_de_24_cm,monto,nuevo,10.0,numero_de_unidades,18.7,61.1,0.88,0.34,62.32,pinturas_monto_s.a.u.,transoceanica_compañia_limitada,spain,01905050-zurita_nacato_zoila_sara,domingo,167503384/001,105.79,aforo-aforo_automatico,pichincha_/_quito_/_rumiurco_oe4-365_y_pedro_freile,pinturas,pinturas,monto,2016.0,24_cm,6.11,0,,,,,,
2017-01-04,importacion_a_consumo,028-2017-10-00005656,1,1790208087001,f.v._-_area_andina_s.a.,italy,italy,genova,maritimo,guayaquil_maritimo,8481909000,"arancel_0%_para_cabezas_y/o_cartucho_de_cierre_cerámico;_otros_elementos_de_cierre_(valvulitas_o_cabezas_con_tornillos_ascendente);_manijas,_volantes_y_botones_para_apertura_y_cierre_de_caudal_en_artículos_de_grifería;_picos_de_grifería;_rosetas_(set_comp",aireador_oculto_coin_slot,fv,nuevo,2500.0,numero_de_unidades,0.0,961.42,25.44,1.2,988.06,neoperl_italia_srl,cma-cgm_ecuador_s.a.,italy,01905355-wca_wladimir_coka_asociados_s.a.,lucie_schulte,01_16_203520,4.0,aforo-aforo_automatico,km_25_via_sangolqui_amaguaña_valle_de_los_chillos_4640_quito,cache_coin_slot_aireador,aireador_oculto_coin_slot,fv,2016.0,4410670,0.38,4,,,,,,
2017-01-04,importacion_a_consumo,028-2017-10-00005656,2,1790208087001,f.v._-_area_andina_s.a.,italy,italy,genova,maritimo,guayaquil_maritimo,8481909000,"arancel_0%_para_cabezas_y/o_cartucho_de_cierre_cerámico;_otros_elementos_de_cierre_(valvulitas_o_cabezas_con_tornillos_ascendente);_manijas,_volantes_y_botones_para_apertura_y_cierre_de_caudal_en_artículos_de_grifería;_picos_de_grifería;_rosetas_(set_comp",aireador_cocina,fv,nuevo,20000.0,numero_de_unidades,0.0,10761.64,284.7,13.36,11059.7,neoperl_italia_srl,cma-cgm_ecuador_s.a.,italy,01905355-wca_wladimir_coka_asociados_s.a.,lucie_schulte,01_16_203520,289.3,aforo-aforo_automatico,km_25_via_sangolqui_amaguaña_valle_de_los_chillos_4640_quito,cascade_aireador,aireador_cocina,fv,2016.0,140_a,0.54,4,,,,,,
2017-01-04,importacion_a_consumo,028-2017-10-00005656,3,1790208087001,f.v._-_area_andina_s.a.,italy,italy,genova,maritimo,guayaquil_maritimo,8481909000,"arancel_0%_para_cabezas_y/o_cartucho_de_cierre_cerámico;_otros_elementos_de_cierre_(valvulitas_o_cabezas_con_tornillos_ascendente);_manijas,_volantes_y_botones_para_apertura_y_cierre_de_caudal_en_artículos_de_grifería;_picos_de_grifería;_rosetas_(set_comp",aireador_saniperl,fv,nuevo,15120.0,numero_de_unidades,0.0,4384.56,115.99,5.45,4506.0,neoperl_italia_srl,cma-cgm_ecuador_s.a.,italy,01905355-wca_wladimir_coka_asociados_s.a.,lucie_schulte,01_16_203520,241.1,aforo-aforo_automatico,km_25_via_sangolqui_amaguaña_valle_de_los_chillos_4640_quito,perlator_honeycomb_aireador,aireador_saniperl,fv,2016.0,141_e,0.29,4,,,,,,
2017-01-06,importacion_a_consumo,028-2017-10-00010392,24,791770270001,aquavi_sa,china,china,chiwan,maritimo,guayaquil_maritimo,8483609000,los_demás,pata_de_embrague-partes_de_aireadores,generico,nuevo,50.0,numero_de_unidades,0.0,105.0,2.61,1.08,108.69,"shanghai_sunlong_imp_&_exp_co.,ltd",cma-cgm_ecuador_s.a.,china,01903872-robinson_barberan_jimmy_eduardo,corcovado,shz2046080,23.16,aforo-aforo_fisico_intrusivo,guayas_/_guayaquil_/_av._cuarta_433_y_calle_quinta,spare_parts_of_aerator_shift_fork,partes_de_aireadores,generico,2016.0,generico,2.1,0,,,,,,
2017-01-06,importacion_a_consumo,028-2017-10-00010392,11,791770270001,aquavi_sa,china,china,chiwan,maritimo,guayaquil_maritimo,8479900000,partes,partes_de_aireadores-boya_del_aireador,generico,nuevo,75.0,numero_de_unidades,209.61,1350.0,33.55,13.84,1397.39,"shanghai_sunlong_imp_&_exp_co.,ltd",cma-cgm_ecuador_s.a.,china,01903872-robinson_barberan_jimmy_eduardo,corcovado,shz2046080,420.0,aforo-aforo_fisico_intrusivo,guayas_/_guayaquil_/_av._cuarta_433_y_calle_quinta,spare_parts_of_aerator_floating_boat-6c16y,partes_de_aireadores,generico,2016.0,generico,18.0,0,,,,,,
2017-01-06,importacion_a_consumo,028-2017-10-00010392,12,791770270001,aquavi_sa,china,china,chiwan,maritimo,guayaquil_maritimo,8479900000,partes,partes_de_aireadores-soporte_del_aireador,generico,nuevo,250.0,numero_de_unidades,77.63,500.0,12.43,5.12,517.55,"shanghai_sunlong_imp_&_exp_co.,ltd",cma-cgm_ecuador_s.a.,china,01903872-robinson_barberan_jimmy_eduardo,corcovado,shz2046080,40.0,aforo-aforo_fisico_intrusivo,guayas_/_guayaquil_/_av._cuarta_433_y_calle_quinta,spare_parts_of_aerator_plastic_stand-6c16y,partes_de_aireadores,generico,2016.0,generico,2.0,0,,,,,,
2017-01-06,importacion_a_consumo,028-2017-10-00010392,13,791770270001,aquavi_sa,china,china,chiwan,maritimo,guayaquil_maritimo,8479900000,partes,partes_de_aireadores-soporte_del_aireador,generico,nuevo,300.0,numero_de_unidades,465.8,3000.0,74.56,30.74,3105.3,"shanghai_sunlong_imp_&_exp_co.,ltd",cma-cgm_ecuador_s.a.,china,01903872-robinson_barberan_jimmy_eduardo,corcovado,shz2046080,284.0,aforo-aforo_fisico_intrusivo,guayas_/_guayaquil_/_av._cuarta_433_y_calle_quinta,spare_parts_of_aerator_transverse_stand,partes_de_aireadores,generico,2016.0,generico,10.0,0,,,,,,
2017-01-06,importacion_a_consumo,028-2017-10-00010392,14,791770270001,aquavi_sa,china,china,chiwan,maritimo,guayaquil_maritimo,4010390000,las_demás,banda_del_aireador,generico,nuevo,78.0,kilogramo_bruto,13.46,260.0,6.46,2.66,269.12,"shanghai_sunlong_imp_&_exp_co.,ltd",cma-cgm_ecuador_s.a.,china,01903872-robinson_barberan_jimmy_eduardo,corcovado,shz2046080,68.0,aforo-aforo_fisico_intrusivo,guayas_/_guayaquil_/_av._cuarta_433_y_calle_quinta,spare_parts_of_aerator_v_belt-6c16y,partes_de_aireadores,generico,2016.0,generico,3.33,0,,,,,,
2017-01-06,importacion_a_consumo,028-2017-10-00010392,15,791770270001,aquavi_sa,china,china,chiwan,maritimo,guayaquil_maritimo,7318159000,los_demas_(solo_para_aquellas_mercancías_diferentes_a__pernos_de_cabeza_de_botón_oval_y_sus_tuercas__no_inen),pernos_y_tuercas_del_aireador,generico,nuevo,433.0,kilogramo_bruto,310.53,2000.0,49.71,20.5,2070.21,"shanghai_sunlong_imp_&_exp_co.,ltd",cma-cgm_ecuador_s.a.,china,01903872-robinson_barberan_jimmy_eduardo,corcovado,shz2046080,393.0,aforo-aforo_fisico_intrusivo,guayas_/_guayaquil_/_av._cuarta_433_y_calle_quinta,spare_parts_of_aerator_bolt_&_nut,partes_de_aireadores,generico,2016.0,generico,4.62,1,,,,,,
2017-01-06,importacion_a_consumo,028-2017-10-00010392,17,791770270001,aquavi_sa,china,china,chiwan,maritimo,guayaquil_maritimo,8483409200,"engranajes_y_ruedas_de_fricción,_excepto_las_ruedas_dentadas_y_demás_órganos_elementales_de_transmisión_presentados_aisladamente",engranaje_del_aireador,generico,nuevo,50.0,numero_de_unidades,0.0,125.0,3.11,1.28,129.39,"shanghai_sunlong_imp_&_exp_co.,ltd",cma-cgm_ecuador_s.a.,china,01903872-robinson_barberan_jimmy_eduardo,corcovado,shz2046080,23.16,aforo-aforo_fisico_intrusivo,guayas_/_guayaquil_/_av._cuarta_433_y_calle_quinta,spare_parts_of_aerator_gear-17,partes_de_aireadores,generico,2016.0,generico,2.5,0,,,,,,
2017-01-06,importacion_a_consumo,028-2017-10-00010392,18,791770270001,aquavi_sa,china,china,chiwan,maritimo,guayaquil_maritimo,8483409200,"engranajes_y_ruedas_de_fricción,_excepto_las_ruedas_dentadas_y_demás_órganos_elementales_de_transmisión_presentados_aisladamente",engranaje_del_aireador,generico,nuevo,50.0,numero_de_unidades,0.0,460.0,11.43,4.71,476.14,"shanghai_sunlong_imp_&_exp_co.,ltd",cma-cgm_ecuador_s.a.,china,01903872-robinson_barberan_jimmy_eduardo,corcovado,shz2046080,23.16,aforo-aforo_fisico_intrusivo,guayas_/_guayaquil_/_av._cuarta_433_y_calle_quinta,spare_parts_of_aerator_gear-55,partes_de_aireadores,generico,2016.0,generico,9.2,0,,,,,,
2017-01-06,importacion_a_consumo,028-2017-10-00010392,19,791770270001,aquavi_sa,china,china,chiwan,maritimo,guayaquil_maritimo,8483409200,"engranajes_y_ruedas_de_fricción,_excepto_las_ruedas_dentadas_y_demás_órganos_elementales_de_transmisión_presentados_aisladamente",engranaje_del_aireador,generico,nuevo,50.0,numero_de_unidades,0.0,510.0,12.68,5.23,527.91,"shanghai_sunlong_imp_&_exp_co.,ltd",cma-cgm_ecuador_s.a.,china,01903872-robinson_barberan_jimmy_eduardo,corcovado,shz2046080,23.16,aforo-aforo_fisico_intrusivo,guayas_/_guayaquil_/_av._cuarta_433_y_calle_quinta,spare_parts_of_aerator_gear-54,partes_de_aireadores,generico,2016.0,generico,10.2,0,,,,,,
2017-01-06,importacion_a_consumo,028-2017-10-00010392,22,791770270001,aquavi_sa,china,china,chiwan,maritimo,guayaquil_maritimo,8483609000,los_demás,soporte_de_embrague-partes_de_aireadores,generico,nuevo,50.0,numero_de_unidades,0.0,2.5,0.06,0.03,2.59,"shanghai_sunlong_imp_&_exp_co.,ltd",cma-cgm_ecuador_s.a.,china,01903872-robinson_barberan_jimmy_eduardo,corcovado,shz2046080,23.16,aforo-aforo_fisico_intrusivo,guayas_/_guayaquil_/_av._cuarta_433_y_calle_quinta,spare_parts_of_aerator_output_shafts_out_clip,partes_de_aireadores,generico,2016.0,generico,0.05,0,,,,,,
2017-01-06,importacion_a_consumo,028-2017-10-00010392,16,791770270001,aquavi_sa,china,china,chiwan,maritimo,guayaquil_maritimo,8483409200,"engranajes_y_ruedas_de_fricción,_excepto_las_ruedas_dentadas_y_demás_órganos_elementales_de_transmisión_presentados_aisladamente",engranaje_del_aireador,generico,nuevo,50.0,numero_de_unidades,0.0,125.0,3.11,1.28,129.39,"shanghai_sunlong_imp_&_exp_co.,ltd",cma-cgm_ecuador_s.a.,china,01903872-robinson_barberan_jimmy_eduardo,corcovado,shz2046080,23.16,aforo-aforo_fisico_intrusivo,guayas_/_guayaquil_/_av._cuarta_433_y_calle_quinta,spare_parts_of_aerator_gear-16,partes_de_aireadores,generico,2016.0,generico,2.5,0,,,,,,
2017-01-06,importacion_a_consumo,028-2017-10-00010392,25,791770270001,aquavi_sa,china,china,chiwan,maritimo,guayaquil_maritimo,8483609000,los_demás,soporte_de_embrague-partes_de_aireadores-,generico,nuevo,100.0,numero_de_unidades,0.0,20.0,0.51,0.21,20.72,"shanghai_sunlong_imp_&_exp_co.,ltd",cma-cgm_ecuador_s.a.,china,01903872-robinson_barberan_jimmy_eduardo,corcovado,shz2046080,46.28,aforo-aforo_fisico_intrusivo,guayas_/_guayaquil_/_av._cuarta_433_y_calle_quinta,spare_parts_of_aerator_shift_fork-t_type,partes_de_aireadores,generico,2016.0,generico,0.2,0,,,,,,
2017-01-06,importacion_a_consumo,028-2017-10-00010392,1,791770270001,aquavi_sa,china,china,chiwan,maritimo,guayaquil_maritimo,8414802100,de_potencia_inferior_a_30_kw_(40_hp),aireadores,generico,nuevo,50.0,numero_de_unidades,1902.0,36750.0,913.35,376.63,38039.98,"shanghai_sunlong_imp_&_exp_co.,ltd",cma-cgm_ecuador_s.a.,china,01903872-robinson_barberan_jimmy_eduardo,corcovado,shz2046080,9550.0,aforo-aforo_fisico_intrusivo,guayas_/_guayaquil_/_av._cuarta_433_y_calle_quinta,paddle_wheel_aerator,uso_en_camaroneras,generico,2016.0,6c16y,735.0,0,,,,,,
2017-01-06,importacion_a_consumo,028-2017-10-00010392,23,791770270001,aquavi_sa,china,china,chiwan,maritimo,guayaquil_maritimo,8483609000,los_demás,sujetador_de_embrague-partes_de_aireadores,generico,nuevo,50.0,numero_de_unidades,0.0,2.5,0.06,0.03,2.59,"shanghai_sunlong_imp_&_exp_co.,ltd",cma-cgm_ecuador_s.a.,china,01903872-robinson_barberan_jimmy_eduardo,corcovado,shz2046080,23.16,aforo-aforo_fisico_intrusivo,guayas_/_guayaquil_/_av._cuarta_433_y_calle_quinta,spare_parts_of_aerator_output_shafts_inner_clip,partes_de_aireadores,generico,2016.0,generico,0.05,0,,,,,,
2017-01-06,importacion_a_consumo,028-2017-10-00010392,9,791770270001,aquavi_sa,china,china,chiwan,maritimo,guayaquil_maritimo,8483904000,ruedas_dentadas_y_demás_órganos_elementales_de_transmisión_presentados_aisladamente,eje-partes_de_aireadores,generico,nuevo,30.0,numero_de_unidades,0.0,630.0,15.66,6.46,652.12,"shanghai_sunlong_imp_&_exp_co.,ltd",cma-cgm_ecuador_s.a.,china,01903872-robinson_barberan_jimmy_eduardo,corcovado,shz2046080,427.0,aforo-aforo_fisico_intrusivo,guayas_/_guayaquil_/_av._cuarta_433_y_calle_quinta,spare_parts_of_aerator_medial_shaft-6c16y,partes_de_aireadores,generico,2016.0,generico,21.0,0,,,,,,
2017-01-06,importacion_a_consumo,028-2017-10-00010392,7,791770270001,aquavi_sa,china,china,chiwan,maritimo,guayaquil_maritimo,8479900000,partes,partes_de_aireadores-aletas_del_aireador,generico,nuevo,160.0,numero_de_unidades,273.27,1760.0,43.74,18.04,1821.78,"shanghai_sunlong_imp_&_exp_co.,ltd",cma-cgm_ecuador_s.a.,china,01903872-robinson_barberan_jimmy_eduardo,corcovado,shz2046080,285.0,aforo-aforo_fisico_intrusivo,guayas_/_guayaquil_/_av._cuarta_433_y_calle_quinta,spare_parts_of_aerator_paddle_wheel,partes_de_aireadores,generico,2016.0,generico,11.0,0,,,,,,
2017-01-06,importacion_a_consumo,028-2017-10-00010392,6,791770270001,aquavi_sa,china,china,chiwan,maritimo,guayaquil_maritimo,8479900000,partes,partes_de_aireadores-brida_acople,generico,nuevo,256.0,numero_de_unidades,214.64,1382.4,34.36,14.17,1430.93,"shanghai_sunlong_imp_&_exp_co.,ltd",cma-cgm_ecuador_s.a.,china,01903872-robinson_barberan_jimmy_eduardo,corcovado,shz2046080,506.0,aforo-aforo_fisico_intrusivo,guayas_/_guayaquil_/_av._cuarta_433_y_calle_quinta,spare_parts_of_aerator_42_flange-6c16y,partes_de_aireadores,generico,2016.0,generico,5.4,0,,,,,,
2017-01-06,importacion_a_consumo,028-2017-10-00012049,11,1791883144001,teka_ecuador_s.a.,spain,spain,valencia,maritimo,guayaquil_maritimo,8481909000,los_demàs,aireador,teka,nuevo,2.0,numero_de_unidades,1.3,6.18,0.31,0.01,6.5,teka_industrial_sa,transoceanica_compañia_limitada,spain,01902441-torres_&_torres_agentes_de_aduanas_ttadad_c.a.,northern_dexterity,hlcubi1161101015,0.53,aforo-aforo_documental,via_a_daule_km_115_sn,aireador_completo_inx_915_de_griferia,producto_terminado,teka,desconocido,r899505,3.09,0,,,,,,
2017-01-06,importacion_a_consumo,028-2017-10-00010392,4,791770270001,aquavi_sa,china,china,chiwan,maritimo,guayaquil_maritimo,8479900000,partes,partes_de_aireadores-brida_acople,generico,nuevo,320.0,numero_de_unidades,238.49,1536.0,38.17,15.74,1589.91,"shanghai_sunlong_imp_&_exp_co.,ltd",cma-cgm_ecuador_s.a.,china,01903872-robinson_barberan_jimmy_eduardo,corcovado,shz2046080,802.0,aforo-aforo_fisico_intrusivo,guayas_/_guayaquil_/_av._cuarta_433_y_calle_quinta,spare_parts_of_aerator_30_flange-6c16y,partes_de_aireadores,generico,2016.0,generico,4.8,0,,,,,,
2017-01-06,importacion_a_consumo,028-2017-10-00010392,33,791770270001,aquavi_sa,china,china,chiwan,maritimo,guayaquil_maritimo,8479900000,partes,partes_de_aireadores-acople_de_palanca,generico,nuevo,50.0,numero_de_unidades,24.07,155.0,3.85,1.59,160.44,"shanghai_sunlong_imp_&_exp_co.,ltd",cma-cgm_ecuador_s.a.,china,01903872-robinson_barberan_jimmy_eduardo,corcovado,shz2046080,23.16,aforo-aforo_fisico_intrusivo,guayas_/_guayaquil_/_av._cuarta_433_y_calle_quinta,spare_parts_of_aerator_shift_fork_shaft_connector,partes_de_aireadores,generico,2016.0,generico,3.1,0,,,,,,
2017-01-06,importacion_a_consumo,028-2017-10-00010392,29,791770270001,aquavi_sa,china,china,chiwan,maritimo,guayaquil_maritimo,8483904000,ruedas_dentadas_y_demás_órganos_elementales_de_transmisión_presentados_aisladamente,eje_cuña_del_pin_de_caja-partes_de_aireadores,generico,nuevo,50.0,numero_de_unidades,0.0,4.0,0.1,0.04,4.14,"shanghai_sunlong_imp_&_exp_co.,ltd",cma-cgm_ecuador_s.a.,china,01903872-robinson_barberan_jimmy_eduardo,corcovado,shz2046080,23.16,aforo-aforo_fisico_intrusivo,guayas_/_guayaquil_/_av._cuarta_433_y_calle_quinta,spare_parts_of_aerator_middle_shaft_key,partes_de_aireadores,generico,2016.0,generico,0.08,0,,,,,,
2017-01-06,importacion_a_consumo,028-2017-10-00010392,28,791770270001,aquavi_sa,china,china,chiwan,maritimo,guayaquil_maritimo,8483904000,ruedas_dentadas_y_demás_órganos_elementales_de_transmisión_presentados_aisladamente,eje_pin_de_caja-partes_de_aireadores,generico,nuevo,50.0,numero_de_unidades,0.0,135.0,3.36,1.38,139.74,"shanghai_sunlong_imp_&_exp_co.,ltd",cma-cgm_ecuador_s.a.,china,01903872-robinson_barberan_jimmy_eduardo,corcovado,shz2046080,23.16,aforo-aforo_fisico_intrusivo,guayas_/_guayaquil_/_av._cuarta_433_y_calle_quinta,spare_parts_of_aerator_middle_shaft,partes_de_aireadores,generico,2016.0,generico,2.7,0,,,,,,
2017-01-06,importacion_a_consumo,028-2017-10-00010392,5,791770270001,aquavi_sa,china,china,chiwan,maritimo,guayaquil_maritimo,8479900000,partes,partes_de_aireadores-brida_acople,generico,nuevo,512.0,numero_de_unidades,397.48,2560.0,63.62,26.23,2649.85,"shanghai_sunlong_imp_&_exp_co.,ltd",cma-cgm_ecuador_s.a.,china,01903872-robinson_barberan_jimmy_eduardo,corcovado,shz2046080,1119.0,aforo-aforo_fisico_intrusivo,guayas_/_guayaquil_/_av._cuarta_433_y_calle_quinta,spare_parts_of_aerator_32_flange-6c16y,partes_de_aireadores,generico,2016.0,generico,5.0,0,,,,,,
2017-01-09,importacion_a_consumo,073-2017-10-00014466,1,990014450001,industrias_reunidas_cia._ltda._indunidas_laboratorios_indunidas,colombia,colombia,desconocido,carretera,tulcan,3926909000,los_demas,gotero_aireador,proenfar,nuevo,7000.0,numero_de_unidades,0.0,415.31,17.5,3.37,436.18,productores_de_envases_farmaceuticos_s_a_s_proenfar_s_as,transporte_y_comercio_internacional_-_transcomerinter_cia._ltda.,colombia,01902224-higuera_suarez_eduardo_salomon,desconocido,3352316,18.62,aforo-aforo_documental,via_a_daule_km_10_s/n,blanco,blanco,proenfar,2016.0,ga0012,0.06,0,,,,,,
2017-01-09,importacion_a_consumo,073-2017-10-00014466,2,990014450001,industrias_reunidas_cia._ltda._indunidas_laboratorios_indunidas,colombia,colombia,desconocido,carretera,tulcan,3923509000,los_demás,tapa_aireadora,proenfar,nuevo,7000.0,numero_de_unidades,0.0,330.23,17.5,2.68,350.41,productores_de_envases_farmaceuticos_s_a_s_proenfar_s_as,transporte_y_comercio_internacional_-_transcomerinter_cia._ltda.,colombia,01902224-higuera_suarez_eduardo_salomon,desconocido,3352316,18.62,aforo-aforo_documental,via_a_daule_km_10_s/n,de_18mm_blanco,de_18mm_blanco,proenfar,2016.0,ga0014,0.05,0,,,,,,
2017-01-16,importacion_a_consumo,028-2017-10-00028301,1,791724260001,crustaceos_&_peces_de_sud_america_s_a_crupesa,china,china,ningbo,maritimo,guayaquil_maritimo,8479899000,los_demas,aireadores_16_paletas_csc-816,generico,nuevo,66.0,numero_de_unidades,8048.72,51107.76,2019.13,531.27,53658.16,zhejiang_fordy_imp._&_exp._co._ltd.,transoceanica_compañia_limitada,china,01900009-cornejo_&_iglesias_asociados_s.a.,cauquenes,asngb605129,6200.02,aforo-aforo_automatico,25_de_junio_106_y_esmeraldas,including_16_pcs_impeller_7_pcs_float_stainless_steel_shaft_square_pipe_universal_shaft_right_reducer,aireadores_16_paletas_csc-816,generico,desconocido,aireadores_16_paletas_csc-816,774.36,0,,,,,,
2017-01-17,importacion_a_consumo,073-2017-10-00031127,14,400579231001,benavides_revelo_silvia_patricia,colombia,colombia,desconocido,carretera,tulcan,8481909000,los_demàs,pqte_aireador_hembra_x6/cromo,grival,nuevo,100.0,numero_de_unidades,0.0,536.68,0.32,5.37,542.37,cia_colombiana_de_ceramica_sas,montenegro_revelo_maria_alexandra,colombia,01777802-worldlogistic_s.a.,desconocido,1271,15.0,aforo-aforo_automatico,olmedo_52_069_y_junin_tulcan,partes_y_piezas_para_griferia,producto_terminado,grival,2016.0,o18453331,5.37,0,,,,,,
2017-01-17,importacion_a_consumo,073-2017-10-00031127,15,400579231001,benavides_revelo_silvia_patricia,colombia,colombia,desconocido,carretera,tulcan,8481909000,los_demàs,pqte_aireador_macho_x6/cromo,grival,nuevo,100.0,numero_de_unidades,0.0,518.81,0.23,5.19,524.23,cia_colombiana_de_ceramica_sas,montenegro_revelo_maria_alexandra,colombia,01777802-worldlogistic_s.a.,desconocido,1271,11.0,aforo-aforo_automatico,olmedo_52_069_y_junin_tulcan,partes_y_piezas_para_griferia,producto_terminado,grival,2016.0,o18463331,5.19,0,,,,,,
2017-01-18,importacion_a_consumo,028-2017-10-00035875,1,990555907001,granjas_marinas_doble_a_gramada_s.a.,china,china,shanghai,maritimo,guayaquil_maritimo,8408901000,de_potencia_inferior_o_igual_a_130_kw_(174_hp),motor_a_diesel_para_aireadores_de_paletas,generico,nuevo,15.0,numero_de_unidades,0.0,16800.0,2460.0,192.6,19452.6,across_continents_trading_ltd.,maersk_del_ecuador_c.a.,china,01902288-illingworth_garcia_cristobal_luis,safmarine_bayete,assha608100,5179.0,aforo-aforo_automatico,km_3.5_av._juan_tanca_marengo_sn,paddle_aerator,paddle_aerator,generico,desconocido,generico,1120.0,0,,,,,,
2017-01-20,importacion_a_consumo,028-2017-10-00041292,70,992846704001,intertubep_s.a.,china,china,ningbo,maritimo,guayaquil_maritimo,8424909000,los_demás,aireador,generico,nuevo,150.0,numero_de_unidades,162.36,1524.75,82.74,16.07,1623.56,"omen_industrial_co.,_ltd.",maersk_del_ecuador_c.a.,china,01777796-montalvo_pazmiño_gabriela_cristina,maersk_niamey,nbogye16120644,536.37,aforo-aforo_fisico_intrusivo,rumichaca_1020_y_luque,para_uso_agricola,articulos_de_riego,generico,2017.0,generico,10.16,0,,,,,,
2017-01-20,importacion_a_consumo,028-2017-10-00041292,69,992846704001,intertubep_s.a.,china,china,ningbo,maritimo,guayaquil_maritimo,8424909000,los_demás,aireador,generico,nuevo,600.0,numero_de_unidades,88.01,826.5,44.85,8.71,880.06,"omen_industrial_co.,_ltd.",maersk_del_ecuador_c.a.,china,01777796-montalvo_pazmiño_gabriela_cristina,maersk_niamey,nbogye16120644,290.74,aforo-aforo_fisico_intrusivo,rumichaca_1020_y_luque,para_uso_agricola,articulos_de_riego,generico,2017.0,generico,1.38,0,,,,,,
2017-01-20,importacion_a_consumo,028-2017-10-00041292,68,992846704001,intertubep_s.a.,china,china,ningbo,maritimo,guayaquil_maritimo,8424909000,los_demás,aireador,generico,nuevo,600.0,numero_de_unidades,75.87,712.5,38.66,7.51,758.67,"omen_industrial_co.,_ltd.",maersk_del_ecuador_c.a.,china,01777796-montalvo_pazmiño_gabriela_cristina,maersk_niamey,nbogye16120644,250.64,aforo-aforo_fisico_intrusivo,rumichaca_1020_y_luque,para_uso_agricola,articulos_de_riego,generico,2017.0,generico,1.19,0,,,,,,
2017-01-24,importacion_a_consumo,028-2017-10-00047878,3,1790208087001,f.v._-_area_andina_s.a.,italy,italy,genova,maritimo,guayaquil_maritimo,8481909000,"arancel_0%_para_cabezas_y/o_cartucho_de_cierre_cerámico;_otros_elementos_de_cierre_(valvulitas_o_cabezas_con_tornillos_ascendente);_manijas,_volantes_y_botones_para_apertura_y_cierre_de_caudal_en_artículos_de_grifería;_picos_de_grifería;_rosetas_(set_comp",aireador_saniperl,fv,nuevo,8100.0,numero_de_unidades,0.0,2426.09,73.58,3.26,2502.93,neoperl_italia_srl,cma-cgm_ecuador_s.a.,italy,01905355-wca_wladimir_coka_asociados_s.a.,hannah_schulte,01_16_203805,74.02,aforo-aforo_automatico,valle_de_los_chillos_km_25_via_sangolqui_amaguana_quito,perlator_honety_comb_aireador_cromado,aireador_saniperl,fv,2016.0,40200103315,0.3,4,,,,,,
2017-01-24,importacion_a_consumo,028-2017-10-00047878,2,1790208087001,f.v._-_area_andina_s.a.,italy,italy,genova,maritimo,guayaquil_maritimo,8481909000,"arancel_0%_para_cabezas_y/o_cartucho_de_cierre_cerámico;_otros_elementos_de_cierre_(valvulitas_o_cabezas_con_tornillos_ascendente);_manijas,_volantes_y_botones_para_apertura_y_cierre_de_caudal_en_artículos_de_grifería;_picos_de_grifería;_rosetas_(set_comp",aireador_oculto_perlator_cache,fv,nuevo,500.0,numero_de_unidades,0.0,198.6,6.03,0.27,204.9,neoperl_italia_srl,cma-cgm_ecuador_s.a.,italy,01905355-wca_wladimir_coka_asociados_s.a.,hannah_schulte,01_16_203805,6.06,aforo-aforo_automatico,valle_de_los_chillos_km_25_via_sangolqui_amaguana_quito,cache_honey_comb_aierador_dimension_tj,aireador_oculto_perlator_cache,fv,2016.0,43220101001,0.4,4,,,,,,
2017-01-24,importacion_a_consumo,028-2017-10-00047878,1,1790208087001,f.v._-_area_andina_s.a.,italy,italy,genova,maritimo,guayaquil_maritimo,8481909000,"arancel_0%_para_cabezas_y/o_cartucho_de_cierre_cerámico;_otros_elementos_de_cierre_(valvulitas_o_cabezas_con_tornillos_ascendente);_manijas,_volantes_y_botones_para_apertura_y_cierre_de_caudal_en_artículos_de_grifería;_picos_de_grifería;_rosetas_(set_comp",aireador_cocina,fv,nuevo,22000.0,numero_de_unidades,0.0,12226.98,370.78,16.45,12614.21,neoperl_italia_srl,cma-cgm_ecuador_s.a.,italy,01905355-wca_wladimir_coka_asociados_s.a.,hannah_schulte,01_16_203805,373.02,aforo-aforo_automatico,valle_de_los_chillos_km_25_via_sangolqui_amaguana_quito,cascade_aireador_cromado,aireador_cocina,fv,2016.0,40100102305,0.56,4,,,,,,
